x,y,region,nkill,success,attacktype1_txt,country_txt,city,summary
-0.7729267891872035,2.1144355925918266,8,0,1,Hijacking,Malta,Luqa,"6/9/1997: Two Turkish men hijacked an Air Malta passenger flight leaving from an airport in Malta bound for Istanbul.  One of the hijackers had fake explosives strapped to his chest; he threatened to blow up the plane unless it was rerouted to Cologne, Germany.  In addition, the hijackers demanded the release of Mehmet Ali Agca, a Turkish man who was in prison in Italy for attempting to assassinate Pope John Paul in 1981.  The assailants also requested an interview with a television station.  After landing in Cologne, the two hijackers allowed five of the 80 passengers and crew to deplane.   The two men eventually surrendered."
-0.6725682469119828,1.968998076966983,10,2,1,Bombing/Explosion,Algeria,Algiers,"02/19/1998: A home-made bomb was left inside a plastic bag in Laayoune Cafe in Bab El Oued district in Algiers. The owner of the cafe discovered the bomb and threw it outside the cafe. The unknown perpetrator and one civilian were killed during the attack, and no one else was injured."
-0.43613076720187804,1.9947363571810535,10,0,1,Bombing/Explosion,Algeria,Algiers,"2/25/1998: An unidentified perpetrator, believed to be affiliated with the Islamic insurgency in Algeria, threw an explosive device at a bus that was stationed at Martyrs' Square in Algiers, Algeria.  Thirteen Algerian civilians were wounded by the blast and the bus was damaged.  Before the assailant could be apprehended, another extremist fired his gun into the air allowing both men to flee amidst the confusion."
-0.7214065683980551,1.969512050018552,8,0,1,Bombing/Explosion,United Kingdom,London,"03/05/1998: Edgar Pearce, the Mardi Gra bomber, bombed the Sainsbury's grocery store in London, United Kingdom. The explosion injured one person and caused minor damage to the store."
-0.46071391375292314,1.985784038290047,10,0,1,Bombing/Explosion,Algeria,Algiers,"3/7/1998: An unidentified male, believed to be affiliated with the Islamic insurgency in Algeria, threw a homemade grenade at a bus in Algiers, Algeria.  The explosive device bounced off the bus and detonated within the bus station.  Twelve Algerian civilians were wounded by the blast and many of the bus' windows were shattered.  It is unknown if the perpetrator was arrested by Algerian authorities."
-0.7442220863279426,1.9755058255874685,8,0,0,Bombing/Explosion,United Kingdom,Londonderry,"03/20/1998: The Continuity Irish Republican Army (CIRA) threw a bomb into the Northern Bank in Londonderry, Northern Ireland. The bomb did not explode and there were no casualties in this incident."
-0.7079532594646737,1.9759884748922074,3,1,1,Armed Assault,Colombia,Bogota,"05/12/1998: Retired General Fernando Landazabal Reyes was shot and killed outside of his home in northern Bogota, Colombia, by two paid assassins, suspected of being members of the ""Domingo Lain"" guerilla front of the National Liberation Army (NLA)."
-0.5395708083205403,2.1906369109237485,3,3,1,Bombing/Explosion,Peru,Saposoa,"08/08/1998: Thirty unknown perpetrators stormed the main square in Saposoa, Peru, carrying long-range weapons, hand grenades, and Instalaza rifle grenades. The neighborhood alliance, which was nominating Luis Ordonez Sanchez for local mayor, was holding a political rally at the time. Three people were killed and another three were injured in the attack."
-0.2898111068466978,4.210835557030786,3,2,1,Bombing/Explosion,Colombia,Albania,"10/11/1998: Three-hundred Fuerzas Armadas Revolucionarias de Colombia (FARC) guerrillas attacked a police station in Albania, Colombia. The attack killed two policemen, wounded five, and left three missing. The police station was destroyed and the assailants stole privately owned cars, two buses, and three ambulances and set some houses on fire."
-0.48084542177556755,4.202473900116085,8,0,1,Facility/Infrastructure Attack,Belgium,Brussels,"11/17/1998: Between 200 and 300 Turks led by activists of the Turkish far-right movement, Lupi Grigi (Grey Wolves), attacked premises housing Kurdish cultural associations with petrol bombs and bricks. The attack occurred in the Saint-Josse-ten-Noode Municipality of the Brussels-Capital Region, Belgium."
-0.712865940536947,1.8589952002729966,11,0,1,Bombing/Explosion,South Africa,Cape Town,"01/08/1999: A Kentucky Fried Chicken in Cape Town, South Africa was fire-bombed by five unidentified youths. The bomb caused damage, but no injuries. No group claimed responsibility for the attack."
-0.6918180512282162,1.8380553302441562,8,0,1,Bombing/Explosion,Spain,Eibar,"01/10/1999: A Spanish Civil Guard paramilitary policeman was injured in a petrol bomb attack in the industrial town of Eibar, Spain. The policeman was on guard duty when he confronted two individuals who threw the petrol bomb at him. The government viewed recent violence as a deliberate tactic by the Euskadi ta Askatasuna (ETA) to maintain tension despite its ceasefire decision on September 1998."
-0.6429797297421442,1.8375413571925876,11,2,1,Assassination,South Africa,Lothair,"01/17/1999: An Inkatha Freedom Party branch chairman and his wife were shot dead and hacked with machetes at their home in Lothair, South Africa. The attack was believed to be a politically motivated attack, but the perpetrators were unknown."
-0.6907705827724856,2.045821381022042,8,0,1,Hostage Taking (Barricade Incident),Switzerland,Berne,"02/19/1999: The Swiss Radical-Democratic Party (PRD) in central Berne, Switzerland, was stormed by some 30 to 40 Kurdish men from the Kurdistan Workers' Party (PKK), armed with jerry cans. Two hostages were taken and eventually released unharmed. Twelve Kurds were subsequently arrested, but reports did not indicate whether they were charged with any crime."
-0.7155173834686819,1.836576058583111,8,0,1,Facility/Infrastructure Attack,Spain,Pamplona,"03/24/1999: Two unidentified, hooded perpetrators set fire to a policeman�s car in Pamplona, Spain. The car was damaged, but there were no casualties."
-0.7155173834686819,1.836576058583111,3,0,1,Bombing/Explosion,Colombia,Bucaramanga,"03/31/1999: A bomb exploded at the Casa Hermes appliance store in Bucaramanga, Colombia. Fifteen other nearby stores were also damaged in the attack. The bomb, which contained 20kg of explosives, was placed in a jeep. The perpetrators were believed to be members of the National Liberation Army (NLA). No one was injured in the attack, as it happened before dawn."
-0.6927018655387942,1.8305822830141942,8,0,1,Unarmed Assault,Germany,Bielefeld,"05/13/1999: A paint bomb containing butyric acid was thrown at German Foreign Minister Joschka Fischer in Bielefeld, Germany, by an unknown perpetrator. The projectile hit the Minister in the right ear, injuring him."
-0.46683838075179296,1.8428991056072928,11,1,1,Bombing/Explosion,Uganda,Kampala,"05/30/1999: Attackers threw a grenade at a crowded bar in Kampala, Uganda, killing one woman and injuring nine others. The National Army for the Liberation of Uganda claimed responsibility for the attack."
-0.6909342369176373,1.845528377474118,8,0,1,Armed Assault,Germany,Stuttgart,"06/30/1999: Three unidentified men threw fire bombs through the windows of the Turkish Islamic Solidarity Association in Stuttgart, Germany, following the death-sentence verdict for Kurdistan Workers' Party (PKK) leader, Abdullah Ocalan, in Turkey. One person was injured in this incident, which was one of many that occurred in Germany directly following Ocalan's verdict announcement."
-0.7146335691581035,1.8440491058130726,8,0,1,Bombing/Explosion,Germany,Berlin,"06/30/1999: Three masked men threw Molotov cocktails into a Turkish cafe in Berlin, Germany, following the death-sentence for Kurdistan Workers' Party (PKK) leader, Abdullah Ocalan, in Turkey. The fire was quickly put out, and no casualties or injuries were reported in this incident, which was one of many that occurred in Germany directly following Ocalan's verdict announcement."
-0.6289035810319953,2.5689346871193672,3,0,1,Hostage Taking (Kidnapping),Colombia,El Tarra district,"8/15/1999:  The Bishop of Tibu, Mgr Jose de Jesus Quintero Diaz, was kidnapped by the Popular Liberation Army (EPL) while traveling between El Tarra and Tibu, Colombia.  The perpetrators stopped the vehicle the Bishop was traveling in and took him captive, while allowing his travel companions to go free.  The Bishop was released on September 19, 1999.  The EPL claims it was making a point about security issues in the area."
-0.6918180512282162,1.8380553302441562,2,0,0,Assassination,Haiti,Port-au-Prince,"9/5/1999: Sauveur Pierre Etienne, secretary of the Struggling People's Organization, was fired at in Port-au-Prince, Haiti.  The gunman stepped out on the road and fired at Etienne as he and his family were leaving the airport; the gunman only managed to hit the hood of the car.  Etienne returned fire and injured the attacker, who then fled with an accomplice."
-0.7084468689840545,1.8963604364228055,8,0,1,Unarmed Assault,United Kingdom,London,"10/01/1999: Ten unidentified perpetrators, suspected of belonging to a leftist organization, staged an attack on the Textile Industrialists' Association (TIDA) building in London, United Kindgom. At the time, the TIDA building, under the auspices of Ozdem Sanberk, the Turkish Ambassador to Britain, was hosting a meeting organized to help victims of the 7.4-magnitude earthquake that hit northwestern Turkey on August 17, 1999. The assailants attacked Sanberk's driver and tried to damage his vehicle with rocks and clubs. They then threw stones at the building, which caused minor damage. No one was injured in the attack."
-0.6765971136736777,1.8594778495777349,3,1,1,Assassination,Colombia,San Onofre,"10/21/1999: Roberto Julio Torres, a reporter for a radio station and an editor for the daily newspaper Meridiano of Sincelejo, was abducted by five assailants from his home in San Onofre, Colombia.  Torres was killed.  Torres had been anonymously threatened in the past through pamphlets claiming he was linked to the Ej�rcito de Liberaci�n Nacional (ELN).   There are alternate theories concerning his death and debts he had incurred."
-0.7155173834686819,1.836576058583111,8,0,1,Armed Assault,Greece,Athens,"11/07/1999: Two gunmen strafed the Hellenic-American Union in Athens, Greece, with gunfire ahead of a planned visit by U.S. President Bill Clinton. There were no reported casualties. It was unknown who was responsible for the incident."
-0.7049116117417406,1.9262526253426526,11,0,1,Facility/Infrastructure Attack,Nigeria,Escravos,"11/08/1999: Fourteen unidentified youths armed with machetes boarded a Belize-owned ship near Escravos, Nigeria. They kidnapped an American and a Nigerian citizen. The hostages were freed on 11/12/1999."
-0.7084468689840545,1.8963604364228055,8,0,1,Hostage Taking (Barricade Incident),France,Saint-Florent,11/11/1999: Three people were tied up by guerillas from the Fronte di Liberazione Naziunale di a Corsica (FLNC) who threatened to blow up area houses. The victims managed to free themselves six hours later. No casualties were reported from the incident.
-0.640884129504969,1.8709060624860934,8,0,1,Unarmed Assault,Greece,Athens,"11/11/1999: Six unknown masked assailants attacked the office of the Greek Communist Party (KKE), injuring three people."
-0.6453032010578612,1.8335408263362847,3,0,1,Bombing/Explosion,Colombia,Cali,"11/14/1999: A fuel oil bomb exploded outside the El Tiempo printing facility in Cali, Colombia. The bomb was seen delivered in a parcel to a nearby bus stop by an unidentified man, who witnesses said quickly left the scene following the drop; the explosion occurred seconds later. Three people were injured in the attack. The Fuerzas Armadas Revolucionarias de Colombia (FARC) claimed responsibility for the blast. There was also suspicion that the National Liberation Army (NLA) was also involved in the attack."
-0.5724375757153046,1.8529247357793428,3,0,0,Bombing/Explosion,Colombia,Medellin,"11/16/1999: Three Fuerzas Armadas Revolucionarias de Colombia (FARC) members attempted to use gas cylinders as projectiles to bomb the Army 4th Brigade Headquarters in Medellin, Columbia. The attack failed, resulting in the explosion of the vehicle used to transport the cylinders. At least six people were wounded in the incident."
-0.640884129504969,1.8709060624860934,8,0,1,Unarmed Assault,United Kingdom,Lisburn,"12/18/1999: Three men were hospitalized in a suspected paramilitary punishment beating in Lisburn. Six masked men forced their way into an apartment and attacked the three with hammers, iron bars, and sticks. Two of the victims suffered broken arms while the third had head injuries."
-0.6001988781727342,2.4300049201150093,3,0,1,Facility/Infrastructure Attack,Colombia,Bogota,"01/04/2000: The International Committee of the Red Cross (ICRC) headquarters in Bogota, Colombia was attacked and forty people were taken hostage. The 100 unidentified perpetrators demanded that the government and the ICRC find them new homes. The hostage-takers had left their homes during the Colombian government's war with local rebel groups. There is no information on what happened to the hostages, but the ICRC suspended operations in the country following this attack."
-0.6876964949199997,1.6901732443487916,4,0,0,Bombing/Explosion,Japan,Tokaimura,"1/4/2000: A crude explosive device was found in a bag near the uranium processing plant belonging to JCO Co in Taikaimura, Japan.  The plant was the site of Japan's worst nuclear accident.  The timer on the device was not turned on so the device did not explode.  There was also a notebook in the bag with the name of the perpetrator on it.  Tatsufumi Oshiba was arrested for the offence.  He admitted to leaving the device as well as being responsible for other incidents in the weeks leading up to the failed Taikaimura attempt.  He said he was angry at JCO Co for a nuclear accident that had occurred in the area."
-0.6631133483689549,1.699125563239798,3,0,1,Bombing/Explosion,Colombia,Anapoima,01/17/2000: A car bomb exploded outside the National Police club in Anapoima. One civilian was injured and significant damage was caused to surrounding buildings. The perpetrators of this attack were unknown.
-0.5528002136918015,2.4329634634370993,3,0,1,Bombing/Explosion,Colombia,Mitu,"02/18/2000: About 100 members of the Fuerzas Armadas Revolucionarias de Colombia (FARC) attacked the city of Mitu, Colombia, with exploding gas tanks. The FARC focused its attack on the police station, which was operating in the former governor's house. Two people were injured in the attack."
0.5037097050566398,3.190823823643854,3,28,1,Unknown,Colombia,El Salado,"2/16/2000: 200 members of an ultra-right wing death squad raided and occupied the village of El Salado in Colombia from February 16, 2000 through to Feb 19, 2000.  The assailants danced and drank while they tortured and beheaded at least 28 villagers.  Most of the villagers were killed on a table set up on a basketball court but at least one was killed in the village church.  The assailants were searching for suspected communist sympathizers."
-0.6868126806094215,1.6976462915787531,8,0,1,Bombing/Explosion,United Kingdom,Londonderry,"04/06/2000: A British Army camp in Londonderry, Northern Ireland, was the target of a bomb attack by suspected members of the Real Irish Republican Army (RIRA). A guardhouse was damaged, but no one was injured. Two unidentified men were seen fleeing the scene."
-0.6859288662988431,1.7051193388087151,8,0,1,Facility/Infrastructure Attack,Spain,Renteria,"06/03/2000: Three unknown masked individuals set fire to a branch of the Guipuzcoa provincial tax office in Renteria, Spain, after evacuating the premises. No casualties resulted from the incident."
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/06/2000:  Tsugio Uchinishi sent envelopes stuffed with monazite to the Japanese Imperial Household Agency.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/06/2000:  Tsugio Uchinishi sent envelopes stuffed with monazite to the Japanese Defense Ministry.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/06/2000:  Tsugio Uchinishi sent envelopes stuffed with monazite to the Japanese National Public Safety Commission.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/06/2000:  Tsugio Uchinishi sent envelops stuffed with monazite to the Japanese Education Ministry.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/06/2000:  Tsugio Uchinishi sent envelopes stuffed with monazite to the Japanese National Police Agency.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/07/2000:  Tsugio Uchinishi sent envelopes stuffed with monazite to the Japanese Science and Technology Agency.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/08/2000:  Tsugio Uchinishi sent envelopes stuffed with monazite to the Japanese Agency of Natural Resources and Energy.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/08/2000:  Tsugio Uchinishi sent envelopes stuffed with monazite to the Japanese Home Affairs Ministry.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,06/08/2000: Tsugio Uchinishi sent envelopes stuffed with monazite to the Japanese Public Security Investigation Agency.  No injuries were reported in the incident.
-0.6876964949199997,1.6901732443487916,4,0,0,Unarmed Assault,Japan,Tokyo,"06/08/2000:  Tsugio Uchinishi sent envelopes stuffed with monazite to the Office of Japanese Prime Minister, Mr. Yoshiro Mori.  No injuries were reported in the incident."
-0.63853020181791,1.7080778821308054,11,0,1,Bombing/Explosion,South Africa,Sea Point,"06/10/2000: At least two people were slightly injured when a car bomb exploded outside the New York Bagel delicatessen in the popular tourist destination of Sea Point, a suburb of Cape Town, South Africa. The blast left the car a mangled wreck and the windows of the restaurant shattered. Police suspected that the militant Muslim vigilante group People Against Gangsterism and Drugs (PAGAD) was responsible for the incident."
-0.657810462505484,1.7439638466195695,8,0,1,Unarmed Assault,United Kingdom,Londonderry,"06/21/2000: A Catholic man was attacked by eight masked men in Londonderry, Belfast in Northern Ireland. The attackers broke his arms and legs with iron bars. Although the assailants were unknown, the attack occurred after Protestant militants threatened to end a ceasefire."
-0.6613457197477978,1.7140716576997221,3,0,1,Hostage Taking (Kidnapping),Colombia,Bogota,"5/25/2000: Jineth Bedoya, a reporter for El Espectador, was abducted from Modelo National Prison in Bogota, Colombia, while trying to conduct an interview with an inmate.  Bedoya had been receiving threats from a group of inmates linked to right-wing paramilitary forces.  While trying to meet with one for an interview, she was abducted, bound and drugged, and driven to a city several hours away.  She was beaten, raped, and tortured by four male assailants who accused her of sympathizing with guerrillas.  The assailants told her that she and four other journalists were on a death list.  They released her later that same evening near the city of Villavicencio."
-0.5399697445351888,1.7145229832576292,8,4,0,Bombing/Explosion,Spain,Bilbao,"08/07/2000: Four Euskadi ta Askatasuna (ETA) separatists were killed when the vehicle in which they were traveling and transporting arms/explosives in blew up in Bilbao, Spain. It is still unclear whether the car was a car-bomb being driven to its target or whether the ETA members were simply moving material elsewhere."
-0.5879242517106816,1.7225100035391598,8,2,1,Assassination,France,L'Ile Rousse,"8/7/2000: Five unidentified assailants opened fire in a targeted attack on Le Piscine bar in L'Ile-Rousse, upper Corsica, France.  Jean-Michel Rossi and his bodyguard, Jean-Claude Fratacci, were shot dead in the attack and a bartender was injured.  Rossi was former member of Corsica's nationalist Cuncolta Naziunalista party and the right hand of it's leader, Francois Santoni.  Rossi and Santoni had just published a book that denounced the party.  Authorities are not certain whether the attack was politically motivated or instigated by the criminal underworld."
-0.6868126806094215,1.6976462915787531,8,0,1,Facility/Infrastructure Attack,Spain,Aretxabaleta,"8/13/2000: Two youth smashed the windows of a bank, poured petrol inside, and lit it on fire in Aretxabaleta, Guipuzcoa province, in Basque country.  No one was injured in the attack.  The youth were close to the group Basque Fatherland and Freedom (ETA).  The motive is not known."
-0.26684013593428507,1.9879278510257274,11,10,1,Hostage Taking (Kidnapping),Uganda,Kasese,"8/11/2000: Approximately 40 members of the Allied Democratic Forces (ADF) broke into a health center in Kaseta parish, Kabwoya sub-county, western Hoima district, Uganda.  The rebels shot and killed a nurse and an army veteran and kidnapped 25 civilians.  The assailants also stole the drugs that were in the health center, as well as any items of value belonging to the civilians.  As of August 16th, 2000, at least ten abductees had been killed by beheading, and at least one abductee had escaped.  The ADF has been fighting against the government."
-0.6323435016438608,1.760389212740538,11,0,1,Facility/Infrastructure Attack,Gambia,Banjul,08/17/2000: A group of unknown perpetrators committed an arson attack on Radio One FM in Gambia during which its proprietor George Christensen and his night watchman sustained severe injuries.
-0.250930815018157,1.740275304902775,11,8,1,Unknown,Uganda,Kitgum district,"09/01/2000: On the night of September 1, 2000, elements from the Lord's Resistance Army (LRA) attacked a discotheque in Kitgum District, Northern Uganda. Eight civilians in the discotheque were killed, and more than six injured. A Brigade Commander with the Uganda People's Defence Forces confirmed that five persons from the LRA were the perpetrators. There was no indication of any arrests made."
-0.520917354926156,1.708001193206068,3,0,1,Bombing/Explosion,Colombia,Barrancabermeja,"09/04/2000: Between 0300 and 0100 of September 4, 2000, 70kg of explosives in a box, dropped off by a van, heavily damaged the National Customs and Tax Directorate (DIAN) building in Barrancabermeja's commercial district. The building was located on the corner of Carrera (Route) 8D and Sixth Street. Four Policemen, two security guards, one soldier, and a civilian were injured. The building was reported as ""blown up"" and destroyed several nearby shops. The National Police blamed the incident on the National Liberation Army (NLA) group."
-0.6868126806094215,1.6976462915787531,8,0,1,Bombing/Explosion,Greece,Athens,"09/04/2000: Two perpetrators on a motorcycle threw three gasoline bombs at a police station in Papagou, about three miles northeast of central Athens. There were no injuries, but a police car parked outside was damaged by the bombs. No arrests were made, but the Black Star group on September 6, 2000 claimed responsibility for the incident by calling into an Athens newspaper and radio station."
-0.4302794496348036,1.7234439784018047,3,7,1,Armed Assault,Colombia,Buenaventura,"09/07/2000: In the early morning hours of September 7, 2000, seven people were killed as they were participating in a religious ceremony in a private home in Palmas District, Area 12, Buenaventura, Colombia. Two individuals were arrested, and confiscated automatic weapons, ammunition, bullet-proof vests, and various documents. Reports indicated there were five gunmen that arrived in a white pickup truck. The Mayor of Buenaventura accused paramilitary groups, including the United SElf-Defense Groups of Colombia (AUC) as perpetrators."
-0.6876964949199997,1.6901732443487916,8,0,1,Bombing/Explosion,United Kingdom,Belfast,"09/12/2000: At about 08:30 pm, a device was thrown into a popular bar in the Shankill area of Belfast. Four people were inside the bar at the time when a car drove up to the bar, and one man got out and threw the device. No one was injured, but no was arrested over the incident. There was minor damage to the bar. The establishment, Rex bar, was a leading Loyalist (pro-British) bar that was popular with the Ulster Volunteer Force, one of the groups involved in a bloody feud in the Shankill area of Belfast during this time."
-0.6876964949199997,1.6901732443487916,8,0,1,Bombing/Explosion,Spain,Barakaldo,"9/21/2000: A petrol bomb was thrown at a Citroen car dealership in Barakaldo, Basque Country, Spain.  Authorities extinguished the fire before any of the vehicles were damaged.  They later arrested a 22-year-old male who was seen going into a bar following the attack.  The motive behind the attack is unknown."
-0.6435057793910776,2.063825605846881,3,0,1,Hostage Taking (Kidnapping),Peru,Mazocruz,"10/29/2000: 51 soldiers led by Lieutenant Colonel Ollanta Humala Tasso took brief control of the Toquepala copper mine and the mining town of Masocruz, Tacna province, Peru.  They fled with four hostages, including three mine workers and General Oscar Bardales, and took several vehicles belonging to the mine.  They later released the three mine workers and returned the vehicles the next day.  The army captured the renegade soldiers the next day, although eight remained at large, including the leader.  The soldiers who revolted questioned the legitimacy of the President Alberto Fujimori and his former intelligence chief Vladimiro Montesinos.  They stated that the President had not been elected by the people."
0.0035426993233719493,2.010148249688233,12,7,1,Hostage Taking (Kidnapping),Fiji,Suva,"11/2/2000: Approximately 40 members of the rebel Counter Revolutionary Warfare unit who were loyal to the coup leader George Speight seized control of the main military barracks in Suva, on Viti Levu island, Central Division, Fiji.  At least five soldiers were taken hostage in the mutiny but were later released.  Army troops loyal to the legitimate Prime Minister stormed the barracks and, after an eight hour gun battle, regained control of it.  Five rebel soldiers were killed, as were at least two regular soldiers. At least another ten soldiers were injured, as were eight civilians.  11 rebels were captured and as many as 15 escaped."
-0.6505438537461521,1.6981289408834916,8,1,1,Assassination,Spain,Madrid,11/17/2000: An officer from Spain's national police was shot in the head and killed on a Madrid street. Two members of the 1 October Anti-Fascist Resistance Group (GRAPO) were believed to be responsible for the attack.
-0.4106042202490021,2.44183909340337,11,0,1,Armed Assault,Liberia,Monrovia,"11/28/2000: At least 100 angry ex-combatants raided the offices of the Center for Democratic Empowerment in Monrovia, Liberia.  The war veterans were armed with knives, hammers and axes; they physically assaulted Commeny Wesseh, the executive director, Amos Sawyer, a former Liberian interim President, and six other office employees.  They also stole cash and items of value and destroyed office equipment and windows.  Specific motive is unknown; however, the assailants were chanting ""where is our money, where are they, we will kill them today"".  At least three assailants were arrested following the attack."
-0.6505438537461521,1.6981289408834916,3,1,1,Assassination,Colombia,Orito,"11/29/2000: An unidentified gunman shot and killed Carlos Julio Rosas, the mayor of Orito, as he was leaving his home in Orito, Putumayo province, Colombia.  The gunman fired four rounds at Rosas from the back of a motorcycle, after which he and the driver sped away.  No group has claimed responsibility for the attack and specific motive is unknown."
0.07025207464428519,2.817810730184657,11,14,1,Hostage Taking (Kidnapping),Kenya,Gurar,"11/30/2000: Approximately 150 members of an Ethiopian militia group attacked the Gurar trading center in Wajir North, Kenya.  Twelve Kenyans were killed, five people were injured, and several houses were burnt down.  One four-year-old girl was abducted.  At least two of the assailants were killed in the attack.  Specific motive is unknown."
